BOOT,protocol=cssp-rdmr-pli-v0.5.0,implementation=0.4.1,schema=rdmr-block-csv-v3,firmware_revision=17
CONFIG,protocol=cssp-rdmr-pli-v0.5.0,implementation=0.4.1,schema=rdmr-block-csv-v3,firmware_revision=17,run_id=1,scenario_id=812,algorithm=7,trajectory=0,noise=0,near_line=0,seed=1007,fs_hz=1000,sample_count=8000,block_size=50,tracker_search_mode=1,tracker_grid_points_max=32,pli_amplitude_u6=200000,value_scale=1000000,frequency_scale=1000,cycles=block_max
run_id,scenario_id,algorithm,seed,n,input,clean,output,true_frequency,estimated_frequency,estimated_frequency_next,tracker_calls,tracker_searches,tracker_grid_evaluations,state,cycles,block_cycles_total,block_cycles_mean,block_cycles_p95,residual_ratio,desired_energy,input_error_energy,output_error_energy,numeric_flags
1,812,7,1007,6050,-19530,74266,86546,50000,50000,50000,11,10,320,2,2680160,2735508,54710,1159,3329,1657798,986876,6683,0
1,812,7,1007,6100,22558,-71233,-70220,50000,50000,50000,11,10,320,2,1573,56964,1139,1156,5471,88260,986767,943,0
1,812,7,1007,6150,-84312,9473,-3996,50000,50000,50000,11,10,320,2,1587,56850,1137,1156,4440,1062465,986660,4242,0
1,812,7,1007,6200,153876,60095,74919,50000,50000,50000,11,10,320,2,1580,56999,1140,1161,3368,2029908,986552,7943,0
1,812,7,1007,6250,-173895,-80120,-84075,50000,50000,50000,11,10,320,2,1579,56873,1137,1154,2870,457789,986443,2357,0
1,812,7,1007,6300,127861,34091,23917,50000,50000,50000,11,10,320,2,1592,57056,1141,1157,3167,461967,986335,2108,0
1,812,7,1007,6350,-53722,40042,55958,50000,50000,50000,11,10,320,2,1589,57069,1141,1157,2533,2031498,986227,7849,0
1,812,7,1007,6400,12595,-81164,-89699,50000,50000,50000,11,10,320,2,1568,56965,1139,1159,2033,1057294,986119,4549,0
1,812,7,1007,6450,-38383,55371,49490,50000,50000,50000,11,10,320,2,1563,57060,1141,1161,5719,89852,986011,848,0
1,812,7,1007,6500,109820,16071,31520,50000,50000,50000,11,10,320,2,1586,56852,1137,1162,4418,1661963,985903,6435,0
1,812,7,1007,6550,-168007,-74263,-86543,50000,50000,50000,11,10,320,2,1565,57008,1140,1153,3325,1657784,985795,6683,0
1,812,7,1007,6600,164968,71230,70217,50000,50000,50000,11,10,320,2,1571,57054,1141,1157,5465,88255,985687,943,0
1,812,7,1007,6650,-103206,-9473,3997,50000,50000,50000,12,11,352,2,2715051,2770327,55407,1157,4436,1062453,985580,4242,0
1,812,7,1007,6700,33634,-60093,-74916,50000,50000,50000,12,11,352,2,1593,57208,1144,1166,3364,2029890,985471,7943,0
1,812,7,1007,6750,-13605,80116,84071,50000,50000,50000,12,11,352,2,1565,57012,1140,1158,2867,457782,985363,2357,0
1,812,7,1007,6800,59627,-34089,-23915,50000,50000,50000,12,11,352,2,1600,57018,1140,1154,3163,461958,985255,2108,0
1,812,7,1007,6850,-133753,-40041,-55956,50000,50000,50000,12,11,352,2,1587,57052,1141,1165,2530,2031480,985147,7849,0
1,812,7,1007,6900,174867,81161,89696,50000,50000,50000,12,11,352,2,1579,56848,1137,1156,2030,1057285,985039,4549,0
1,812,7,1007,6950,-149069,-55368,-49487,50000,50000,50000,12,11,352,2,1572,56941,1139,1157,5713,89847,984931,848,0
1,812,7,1007,7000,77624,-16071,-31520,50000,50000,50000,12,11,352,2,1578,57071,1141,1160,4413,1661949,984823,6435,0
1,812,7,1007,7050,-19430,74260,86541,50000,50000,50000,12,11,352,2,1576,57057,1141,1164,3322,1657771,984715,6683,0
1,812,7,1007,7100,22458,-71227,-70214,50000,50000,50000,12,11,352,2,1589,57150,1143,1163,5460,88250,984607,943,0
1,812,7,1007,7150,-84207,9472,-3998,50000,50000,50000,12,11,352,2,1571,57016,1140,1159,4431,1062442,984500,4242,0
1,812,7,1007,7200,153766,60091,74914,50000,50000,50000,12,11,352,2,1585,56997,1140,1161,3360,2029875,984392,7943,0
1,812,7,1007,7250,-173783,-80113,-84068,50000,50000,50000,13,12,384,2,2685233,2740499,54810,1148,2864,457776,984285,2357,0
